C1_VCO,L1_VCO,Rp_VCO,Wn_VCO,Wn6_VCO,Wvar_VCO,L1p_PA,L1s_PA,L3p_PA,L3s_PA,Wn1_PA,Wn2_PA,PowerConsumption,Bandwidth,OutputPower,VoltageSwing,TuningRange_VCO,PhaseNoise_VCO,LargeSignal_PowerGain_PA,DrainEfficiency_PA,PAE_PA
1e-13,1.2e-10,500,2.5e-06,8e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,3.2e-05,2.6e-05,0.0446,5630000000.0,3.598,0.928,3420000000.0,-87.81,15.13,10.12,9.805
1e-13,1.2e-10,500,2e-06,7.5e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,3.2e-05,2.6e-05,0.0431,5630000000.0,3.269,0.873,3550000000.0,-89.45,14.46,9.239,8.908
1e-13,1.2e-10,500,2e-06,7.5e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,3.2e-05,2.6e-05,0.0431,5590000000.0,2.822,0.847,3340000000.0,-88.64,13.69,8.244,7.891
1e-13,1.2e-10,500,2e-06,7.5e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,3.2e-05,2.6e-05,0.0431,5660000000.0,3.491,0.895,3730000000.0,-90.01,15.0,9.807,9.497
1e-13,1.2e-10,500,1.5e-06,7.5e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,3.2e-05,2.6e-05,0.0413,5590000000.0,2.914,0.826,3900000000.0,-92.23,14.16,8.43,8.106
1e-13,1.2e-10,500,1.5e-06,7.5e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,3.2e-05,2.6e-05,0.0413,5550000000.0,2.283,0.792,3690000000.0,-91.57,13.19,7.208,6.862
1e-13,1.2e-10,500,1.5e-06,7.5e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,3.2e-05,2.6e-05,0.0413,5670000000.0,3.281,0.851,4080000000.0,-93.19,14.86,9.265,8.962
1e-13,1.2e-10,500,2.5e-06,7.5e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,3.2e-05,2.6e-05,0.044,5620000000.0,3.498,0.909,3260000000.0,-87.59,14.74,9.824,9.494
1e-13,1.2e-10,500,2.5e-06,7.5e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,3.2e-05,2.6e-05,0.044,5600000000.0,3.215,0.888,3070000000.0,-87.16,14.14,9.114,8.763
1e-13,1.2e-10,500,2.5e-06,7.5e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,3.2e-05,2.6e-05,0.044,5630000000.0,3.593,0.927,3430000000.0,-87.54,15.14,10.1,9.793
1e-13,1.2e-10,500,2e-06,8.5e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,3.2e-05,2.6e-05,0.0437,5630000000.0,3.275,0.873,3540000000.0,-89.58,14.44,9.255,8.922
1e-13,1.2e-10,500,2e-06,8.5e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,3.2e-05,2.6e-05,0.0437,5590000000.0,2.827,0.849,3330000000.0,-88.8,13.67,8.256,7.901
1e-13,1.2e-10,500,2e-06,8.5e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,3.2e-05,2.6e-05,0.0437,5660000000.0,3.498,0.897,3710000000.0,-90.19,14.98,9.827,9.515
1e-13,1.2e-10,500,1.5e-06,8.5e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,3.2e-05,2.6e-05,0.0416,5590000000.0,2.92,0.823,3890000000.0,-92.34,14.14,8.442,8.117
1e-13,1.2e-10,500,1.5e-06,8.5e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,3.2e-05,2.6e-05,0.0416,5550000000.0,2.29,0.792,3680000000.0,-91.61,13.17,7.221,6.873
1e-13,1.2e-10,500,1.5e-06,8.5e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,3.2e-05,2.6e-05,0.0416,5670000000.0,3.287,0.851,4070000000.0,-93.13,14.84,9.279,8.975
1e-13,1.2e-10,500,2.5e-06,8.5e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,3.2e-05,2.6e-05,0.0451,5620000000.0,3.506,0.911,3250000000.0,-87.71,14.71,9.845,9.512
1e-13,1.2e-10,500,2.5e-06,8.5e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,3.2e-05,2.6e-05,0.0451,5600000000.0,3.222,0.888,3050000000.0,-87.27,14.11,9.131,8.777
1e-13,1.2e-10,500,2.5e-06,8.5e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,3.2e-05,2.6e-05,0.0451,5630000000.0,3.603,0.928,3410000000.0,-87.67,15.12,10.13,9.817
1e-13,6e-11,400,2e-06,8e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.1e-05,0.0391,5540000000.0,-3.204,0.541,5270000000.0,-90.63,5.36,2.371,1.682
1e-13,6e-11,400,2e-06,8e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.1e-05,0.0391,5540000000.0,-4.133,0.519,4950000000.0,-89.86,4.14,1.908,1.173
1e-13,6e-11,400,2e-06,8e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.1e-05,0.0391,5530000000.0,-2.304,0.581,5540000000.0,-90.59,6.58,2.926,2.283
1e-13,6e-11,400,1.5e-06,8e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.1e-05,0.0372,5530000000.0,-3.981,0.48,5780000000.0,-92.8,4.85,1.975,1.329
1e-13,6e-11,400,1.5e-06,8e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.1e-05,0.0372,5530000000.0,-4.941,0.459,5450000000.0,-92.01,3.59,1.58,0.888
1e-13,6e-11,400,1.5e-06,8e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.1e-05,0.0372,5530000000.0,-3.055,0.512,6070000000.0,-92.77,6.12,2.452,1.853
1e-13,6e-11,400,2.5e-06,8e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.1e-05,0.0403,5540000000.0,-2.511,0.608,4860000000.0,-88.59,5.99,2.79,2.087
1e-13,6e-11,400,2.5e-06,8e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.1e-05,0.0403,5540000000.0,-1.64,0.645,5120000000.0,-89.24,7.17,3.422,2.766
1e-13,6e-11,400,2e-06,7.5e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.1e-05,0.0388,5540000000.0,-3.215,0.551,5280000000.0,-90.34,5.38,2.364,1.679
1e-13,6e-11,400,2e-06,7.5e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.1e-05,0.0388,5540000000.0,-4.146,0.533,4970000000.0,-89.76,4.16,1.903,1.172
1e-13,6e-11,400,2e-06,7.5e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.1e-05,0.0388,5530000000.0,-2.318,0.592,5550000000.0,-90.59,6.6,2.917,2.278
1e-13,6e-11,400,1.5e-06,7.5e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.1e-05,0.037,5530000000.0,-3.992,0.492,5790000000.0,-92.71,4.86,1.97,1.327
1e-13,6e-11,400,1.5e-06,7.5e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.1e-05,0.037,5530000000.0,-4.953,0.472,5460000000.0,-91.68,3.6,1.575,0.887
1e-13,6e-11,400,1.5e-06,7.5e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.1e-05,0.037,5530000000.0,-3.066,0.521,6080000000.0,-92.67,6.13,2.445,1.85
1e-13,6e-11,400,2.5e-06,7.5e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.1e-05,0.0397,5540000000.0,-2.528,0.62,4880000000.0,-88.27,6.01,2.778,2.082
1e-13,6e-11,400,2.5e-06,7.5e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.1e-05,0.0397,5540000000.0,-3.435,0.585,4580000000.0,-88.46,4.81,2.247,1.505
1e-13,6e-11,400,2.5e-06,7.5e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.1e-05,0.0397,5540000000.0,-1.656,0.658,5140000000.0,-88.94,7.19,3.409,2.758
1e-13,6e-11,400,2e-06,8.5e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.1e-05,0.0395,5540000000.0,-3.193,0.531,5260000000.0,-90.67,5.35,2.377,1.684
1e-13,6e-11,400,2e-06,8.5e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.1e-05,0.0395,5540000000.0,-4.121,0.505,4940000000.0,-90.02,4.13,1.914,1.175
1e-13,6e-11,400,2e-06,8.5e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.1e-05,0.0395,5530000000.0,-2.294,0.572,5530000000.0,-91.76,6.57,2.933,2.286
1e-13,6e-11,400,1.5e-06,8.5e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.1e-05,0.0374,5530000000.0,-3.973,0.468,5780000000.0,-92.75,4.84,1.979,1.33
1e-13,6e-11,400,1.5e-06,8.5e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.1e-05,0.0374,5530000000.0,-4.931,0.447,5440000000.0,-92.02,3.58,1.583,0.889
1e-13,6e-11,400,1.5e-06,8.5e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.1e-05,0.0374,5530000000.0,-3.046,0.503,6060000000.0,-92.88,6.11,2.457,1.855
1e-13,6e-11,400,2.5e-06,8.5e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.1e-05,0.0408,5540000000.0,-2.5,0.597,4850000000.0,-88.69,5.97,2.797,2.09
1e-13,6e-11,400,2.5e-06,8.5e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.1e-05,0.0408,5540000000.0,-3.403,0.557,4550000000.0,-88.09,4.78,2.265,1.511
1e-13,6e-11,400,2.5e-06,8.5e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.1e-05,0.0408,5540000000.0,-1.627,0.637,5110000000.0,-89.42,7.15,3.433,2.771
1e-13,6e-11,400,2e-06,8e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,1.6e-05,0.037,4810000000.0,-2.125,0.551,5270000000.0,-89.81,6.49,3.388,2.627
1e-13,6e-11,400,2e-06,8e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,1.6e-05,0.037,4810000000.0,-3.14,0.52,4950000000.0,-89.87,5.18,2.674,1.862
1e-13,6e-11,400,2e-06,8e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,1.6e-05,0.037,4810000000.0,-1.159,0.579,5540000000.0,-91.13,7.77,4.245,3.536
1e-13,6e-11,400,1.5e-06,8e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,1.6e-05,0.0351,4810000000.0,-2.911,0.487,5780000000.0,-92.71,5.97,2.818,2.105
1e-13,6e-11,400,1.5e-06,8e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,1.6e-05,0.0351,4810000000.0,-3.972,0.445,5450000000.0,-91.95,4.6,2.201,1.437
1e-13,6e-11,400,1.5e-06,8e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,1.6e-05,0.0351,4810000000.0,-1.894,0.518,6070000000.0,-93.92,7.33,3.572,2.911
1e-13,6e-11,400,2.5e-06,8e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,1.6e-05,0.0381,4810000000.0,-1.42,0.601,4860000000.0,-88.39,7.13,3.997,3.222
1e-13,6e-11,400,2.5e-06,8e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,1.6e-05,0.0381,4810000000.0,-2.391,0.579,4560000000.0,-88.0,5.86,3.186,2.359
1e-13,6e-11,400,2.5e-06,8e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,1.6e-05,0.0381,4810000000.0,-0.501,0.64,5120000000.0,-89.09,8.35,4.954,4.23
1e-13,6e-11,400,2e-06,7.5e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,1.6e-05,0.0366,4810000000.0,-2.136,0.563,5280000000.0,-89.69,6.51,3.379,2.623
1e-13,6e-11,400,2e-06,7.5e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,1.6e-05,0.0366,4810000000.0,-3.152,0.532,4970000000.0,-89.7,5.19,2.667,1.86
1e-13,6e-11,400,1.5e-06,7.5e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,1.6e-05,0.0349,4810000000.0,-2.92,0.498,5790000000.0,-92.58,5.98,2.812,2.102
1e-13,6e-11,400,1.5e-06,7.5e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,1.6e-05,0.0349,4810000000.0,-3.983,0.457,5460000000.0,-91.83,4.61,2.196,1.436
1e-13,6e-11,400,1.5e-06,7.5e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,1.6e-05,0.0349,4810000000.0,-1.902,0.529,6080000000.0,-93.81,7.34,3.565,2.908
1e-13,6e-11,400,2.5e-06,7.5e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,1.6e-05,0.0376,4810000000.0,-1.433,0.616,4880000000.0,-87.94,7.15,3.984,3.216
1e-13,6e-11,400,2.5e-06,7.5e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,1.6e-05,0.0376,4810000000.0,-2.406,0.591,4580000000.0,-87.75,5.88,3.175,2.355
1e-13,6e-11,400,2.5e-06,7.5e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,1.6e-05,0.0376,4810000000.0,-0.513,0.652,5140000000.0,-88.98,8.38,4.94,4.223
1e-13,6e-11,400,2e-06,8.5e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,1.6e-05,0.0373,4810000000.0,-2.117,0.541,5260000000.0,-89.9,6.47,3.395,2.63
1e-13,6e-11,400,2e-06,8.5e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,1.6e-05,0.0373,4810000000.0,-3.13,0.509,4940000000.0,-90.0,5.16,2.681,1.864
1e-13,6e-11,400,2e-06,8.5e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,1.6e-05,0.0373,4810000000.0,-1.152,0.57,5530000000.0,-91.28,7.75,4.253,3.539
1e-13,6e-11,400,1.5e-06,8.5e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,1.6e-05,0.0352,4810000000.0,-2.904,0.476,5780000000.0,-92.81,5.96,2.823,2.107
1e-13,6e-11,400,1.5e-06,8.5e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,1.6e-05,0.0352,4810000000.0,-3.964,0.436,5440000000.0,-92.05,4.59,2.206,1.438
1e-13,6e-11,400,1.5e-06,8.5e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,1.6e-05,0.0352,4810000000.0,-1.887,0.509,6060000000.0,-94.0,7.31,3.578,2.914
1e-13,6e-11,400,2.5e-06,8.5e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,1.6e-05,0.0386,4810000000.0,-1.41,0.591,4850000000.0,-88.67,7.11,4.006,3.226
1e-13,6e-11,400,2.5e-06,8.5e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,1.6e-05,0.0386,4810000000.0,-2.38,0.569,4550000000.0,-88.16,5.84,3.194,2.362
1e-13,6e-11,400,2.5e-06,8.5e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,1.6e-05,0.0386,4810000000.0,-0.493,0.631,5110000000.0,-89.32,8.33,4.964,4.235
1e-13,6e-11,400,2e-06,8e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.6e-05,0.0413,6820000000.0,-5.064,0.495,5270000000.0,-90.54,3.47,1.397,0.768
1e-13,6e-11,400,2e-06,8e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.6e-05,0.0413,6820000000.0,-5.908,0.466,4950000000.0,-89.87,2.34,1.147,0.477
1e-13,6e-11,400,2e-06,8e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.6e-05,0.0413,6820000000.0,-4.255,0.52,5540000000.0,-90.84,4.59,1.688,1.101
1e-13,6e-11,400,1.5e-06,8e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.6e-05,0.0393,6820000000.0,-5.819,0.438,5780000000.0,-92.72,2.98,1.17,0.581
1e-13,6e-11,400,1.5e-06,8e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.6e-05,0.0393,6820000000.0,-6.691,0.403,5450000000.0,-91.96,1.81,0.956,0.326
1e-13,6e-11,400,1.5e-06,8e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.6e-05,0.0393,6820000000.0,-4.987,0.465,6070000000.0,-93.43,4.15,1.421,0.875
1e-13,6e-11,400,2.5e-06,8e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.6e-05,0.0424,6820000000.0,-5.23,0.519,4560000000.0,-87.9,2.95,1.345,0.663
1e-13,6e-11,400,2.5e-06,8e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.6e-05,0.0424,6820000000.0,-3.623,0.566,5120000000.0,-89.3,5.15,1.958,1.359
1e-13,6e-11,400,2e-06,7.5e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.6e-05,0.0409,6820000000.0,-5.08,0.505,5280000000.0,-90.36,3.48,1.392,0.767
1e-13,6e-11,400,2e-06,7.5e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.6e-05,0.0409,6820000000.0,-5.924,0.475,4970000000.0,-89.7,2.35,1.143,0.477
1e-13,6e-11,400,2e-06,7.5e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.6e-05,0.0409,6820000000.0,-4.27,0.529,5550000000.0,-90.42,4.61,1.681,1.099
1e-13,6e-11,400,1.5e-06,7.5e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.6e-05,0.0392,6820000000.0,-5.832,0.447,5790000000.0,-92.59,2.99,1.167,0.581
1e-13,6e-11,400,1.5e-06,7.5e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.6e-05,0.0392,6820000000.0,-6.704,0.412,5460000000.0,-91.84,1.82,0.953,0.326
1e-13,6e-11,400,1.5e-06,7.5e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.6e-05,0.0392,6820000000.0,-4.999,0.474,6080000000.0,-93.16,4.16,1.416,0.873
1e-13,6e-11,400,2.5e-06,7.5e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.6e-05,0.0419,6820000000.0,-4.43,0.555,4880000000.0,-88.19,4.07,1.621,0.986
1e-13,6e-11,400,2.5e-06,7.5e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.6e-05,0.0419,6820000000.0,-5.25,0.528,4580000000.0,-87.64,2.96,1.338,0.662
1e-13,6e-11,400,2.5e-06,7.5e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.6e-05,0.0419,6820000000.0,-3.643,0.577,5140000000.0,-88.96,5.17,1.949,1.355
1e-13,6e-11,400,2e-06,8.5e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.6e-05,0.0416,6820000000.0,-5.051,0.486,5260000000.0,-90.68,3.46,1.401,0.769
1e-13,6e-11,400,2e-06,8.5e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.6e-05,0.0416,6820000000.0,-5.895,0.457,4940000000.0,-89.99,2.33,1.151,0.477
1e-13,6e-11,400,2e-06,8.5e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.6e-05,0.0416,6820000000.0,-4.242,0.51,5530000000.0,-91.17,4.58,1.693,1.103
1e-13,6e-11,400,1.5e-06,8.5e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.6e-05,0.0395,6820000000.0,-5.809,0.43,5780000000.0,-92.82,2.97,1.173,0.582
1e-13,6e-11,400,1.5e-06,8.5e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.6e-05,0.0395,6820000000.0,-6.68,0.398,5440000000.0,-92.05,1.8,0.958,0.325
1e-13,6e-11,400,1.5e-06,8.5e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.6e-05,0.0395,6820000000.0,-4.976,0.457,6060000000.0,-93.76,4.14,1.424,0.876
1e-13,6e-11,400,2.5e-06,8.5e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.6e-05,0.0429,6820000000.0,-4.395,0.537,4850000000.0,-88.65,4.04,1.635,0.99
1e-13,6e-11,400,2.5e-06,8.5e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.6e-05,0.0429,6820000000.0,-5.214,0.51,4550000000.0,-88.06,2.94,1.35,0.663
1e-13,6e-11,400,2.5e-06,8.5e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.7e-05,2.6e-05,0.0429,6820000000.0,-3.608,0.556,5110000000.0,-89.72,5.13,1.965,1.362
1e-13,6e-11,400,2e-06,8e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.2e-05,2.1e-05,0.037,6990000000.0,-1.226,0.596,5270000000.0,-90.5,7.82,4.249,3.547
1e-13,6e-11,400,2e-06,8e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.2e-05,2.1e-05,0.037,6990000000.0,-0.412,0.628,5540000000.0,-91.54,8.96,5.149,4.494
1e-13,6e-11,400,1.5e-06,8e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.2e-05,2.1e-05,0.0351,6990000000.0,-1.905,0.532,5780000000.0,-92.68,7.41,3.614,2.958
1e-13,6e-11,400,1.5e-06,8e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.2e-05,2.1e-05,0.0351,6990000000.0,-2.799,0.487,5450000000.0,-91.95,6.2,2.928,2.226
1e-13,6e-11,400,1.5e-06,8e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.2e-05,2.1e-05,0.0351,6990000000.0,-1.049,0.568,6070000000.0,-93.11,8.61,4.422,3.813
1e-13,6e-11,400,2.5e-06,8e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.2e-05,2.1e-05,0.0381,7000000000.0,-0.623,0.648,4860000000.0,-88.65,8.36,4.904,4.188
1e-13,6e-11,400,2.5e-06,8e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.2e-05,2.1e-05,0.0381,7000000000.0,-1.441,0.622,4560000000.0,-88.21,7.24,4.043,3.279
1e-13,6e-11,400,2.5e-06,8e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.2e-05,2.1e-05,0.0381,7000000000.0,0.153,0.676,5130000000.0,-88.85,9.45,5.891,5.222
1e-13,6e-11,400,2e-06,7.5e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.2e-05,2.1e-05,0.0366,6990000000.0,-1.236,0.606,5280000000.0,-90.35,7.84,4.238,3.541
1e-13,6e-11,400,2e-06,7.5e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.2e-05,2.1e-05,0.0366,7000000000.0,-2.09,0.571,4970000000.0,-89.76,6.68,3.465,2.722
1e-13,6e-11,400,2e-06,7.5e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.2e-05,2.1e-05,0.0366,6990000000.0,-0.421,0.639,5550000000.0,-91.05,8.98,5.138,4.488
1e-13,6e-11,400,1.5e-06,7.5e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.2e-05,2.1e-05,0.0349,6990000000.0,-1.914,0.54,5790000000.0,-92.55,7.42,3.606,2.953
1e-13,6e-11,400,1.5e-06,7.5e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.2e-05,2.1e-05,0.0349,6990000000.0,-2.807,0.496,5460000000.0,-91.89,6.21,2.923,2.224
1e-13,6e-11,400,1.5e-06,7.5e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.2e-05,2.1e-05,0.0349,6990000000.0,-1.057,0.577,6080000000.0,-93.31,8.63,4.413,3.808
1e-13,6e-11,400,2.5e-06,7.5e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.2e-05,2.1e-05,0.0376,7000000000.0,-1.456,0.632,4580000000.0,-88.26,7.27,4.028,3.272
1e-13,6e-11,400,2.5e-06,7.5e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.2e-05,2.1e-05,0.0376,7000000000.0,0.142,0.689,5150000000.0,-88.28,9.48,5.874,5.211
1e-13,6e-11,400,2e-06,8.5e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.2e-05,2.1e-05,0.0373,6990000000.0,-1.218,0.589,5250000000.0,-90.72,7.81,4.257,3.552
1e-13,6e-11,400,2e-06,8.5e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.2e-05,2.1e-05,0.0373,7000000000.0,-2.072,0.552,4940000000.0,-89.98,6.65,3.481,2.729
1e-13,6e-11,400,2e-06,8.5e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.2e-05,2.1e-05,0.0373,6990000000.0,-0.405,0.62,5530000000.0,-91.74,8.94,5.159,4.5
1e-13,6e-11,400,1.5e-06,8.5e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.2e-05,2.1e-05,0.0352,6990000000.0,-1.898,0.523,5780000000.0,-92.78,7.4,3.62,2.961
1e-13,6e-11,400,1.5e-06,8.5e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.2e-05,2.1e-05,0.0352,6990000000.0,-2.791,0.48,5440000000.0,-91.97,6.19,2.934,2.229
1e-13,6e-11,400,1.5e-06,8.5e-06,4.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.2e-05,2.1e-05,0.0352,6990000000.0,-1.043,0.561,6060000000.0,-93.56,8.6,4.429,3.817
1e-13,6e-11,400,2.5e-06,8.5e-06,4e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.2e-05,2.1e-05,0.0386,7000000000.0,-0.613,0.643,4850000000.0,-88.84,8.34,4.915,4.195
1e-13,6e-11,400,2.5e-06,8.5e-06,3.5e-06,1.75e-10,6e-11,7.13e-10,9e-11,2.2e-05,2.1e-05,0.0386,7000000000.0,-1.432,0.613,4550000000.0,-87.89,7.22,4.051,3.283
