L1p,L1s,L3p,L3s,Lm,Wn1,Wn2,S11,S22,LargeSignalPowerGain,PAE,DrainEfficiency,PSAT,PowerConsumption
5.256860971450806e-10,1.2168274879455568e-10,2.446095553338528e-10,3.017446875572205e-11,2.730443558990955e-10,1.8794127225875854e-05,2.8367891311645507e-05,-0.5889999999999996,-0.8330000000000005,9.064,0.6329999999999997,1.2519999999999996,-7.323,0.0127
1.7283969521522522e-10,4.367847442626953e-11,2.314993758797646e-10,3.068115055561066e-11,1.971353695243597e-10,2.1393975079059603e-05,2.914482069015503e-05,-0.15799999999999925,-0.7769999999999997,6.204,0.46200000000000024,1.28,-7.015,0.0137
1.7005158066749573e-10,8.689077734947206e-11,2.368484859466553e-10,5.913064923137427e-11,1.7488207891676574e-10,1.5655298948287964e-05,3.6398859500885015e-05,-0.15399999999999886,-3.722999999999999,7.549,1.8079999999999996,3.367,-3.171,0.0135
1.7636048048734666e-10,4.2202267646789546e-11,7.094555241167546e-10,7.752971470355988e-11,2.6192669904232025e-10,1.8938593864440917e-05,3.579508924484253e-05,-0.13200000000000042,-4.669,7.797,3.7930000000000006,5.781,-0.6830000000000002,0.0145
3.5124002790544184e-10,3.96459674835205e-11,2.389287394583226e-10,5.979633414186537e-11,9.001006644964217e-11,1.8966930866241454e-05,2.819651985168457e-05,-5.612,-1.4769999999999999,8.477,1.821,3.449,-2.422,0.0127
1.7143654227256776e-10,1.214922094345093e-10,2.418825802505017e-10,6.077952314168216e-11,2.6307402977347376e-10,2.207469929754734e-05,3.226604607701302e-05,-0.44699999999999945,-2.6029999999999993,11.28,2.214,3.538,-2.507,0.0146
3.531874556094408e-10,3.9297175407409665e-11,7.167326812744141e-10,9.182137370109559e-11,8.838244703412055e-11,2.2176909990608693e-05,2.3982107162475584e-05,-6.893,-4.530000000000001,17.19,15.68,18.26,4.485,0.0127
3.5158403203822675e-10,3.9258503913879394e-11,7.103327778279782e-10,6.270235799252987e-11,2.628811674118042e-10,2.524090707302093e-05,4.0027775764465336e-05,-8.899999999999999,-4.052999999999999,6.8,2.429,5.881,0.39700000000000013,0.0174
1.7549607902765276e-10,8.474825859069825e-11,7.084843446612359e-10,6.212173663079738e-11,7.97910601198673e-11,2.1988860026001932e-05,3.995516061782838e-05,-0.24600000000000033,-2.9160000000000004,6.031,2.022,4.307,-1.182,0.0164
3.4835012818221e-10,4.10184907913208e-11,7.16609636425972e-10,3.042831122875214e-11,8.147157886624335e-11,1.910960614681244e-05,2.8074732780456542e-05,-5.564,-6.968000000000001,14.450000000000001,8.751,11.03,1.7940000000000003,0.0127
3.484600469470024e-10,3.753818035125732e-11,7.320743297338486e-10,9.038244366645814e-11,2.676967429816723e-10,1.630823802947998e-05,3.978980207443238e-05,-4.581,-4.506,4.560999999999999,0.9960000000000002,4.503999999999999,-1.377,0.0145
1.7359206974506377e-10,5.872244358062744e-11,2.3919008943438534e-10,8.953385710716247e-11,8.29466197490692e-11,2.099223068356514e-05,2.5052552223205565e-05,-0.1529999999999994,-1.5689999999999997,11.759999999999998,3.5489999999999995,5.17,-1.09,0.0127
5.264603972434998e-10,9.708561539649965e-11,2.3863318833708767e-10,3.013269424438477e-11,1.6839386700093747e-10,2.1673476792871952e-05,3.667011880874634e-05,-0.7000000000000011,-1.4530000000000005,6.317,0.6810000000000005,1.7290000000000003,-5.171,0.0155
3.5164142318535596e-10,3.984992027282715e-11,7.131159384846687e-10,9.062290906906128e-11,2.670516473054886e-10,1.6351672649383547e-05,3.213264212012291e-05,-4.601999999999999,-5.400000000000001,10.1,6.919,11.56,2.1940000000000004,0.0126
1.7344603836536408e-10,1.2239106178283692e-10,2.3307146775722507e-10,3.0186767578125e-11,8.972799596190451e-11,1.8804889678955078e-05,3.286183726787567e-05,-0.2920000000000011,-0.9770000000000002,6.266,0.6279999999999994,1.5860000000000005,-5.875,0.0136
3.535264149773866e-10,1.1818406343460085e-10,7.123702657520772e-10,2.9613922834396365e-11,2.6929805395007134e-10,1.877042293548584e-05,2.3956349372863768e-05,-11.98,-11.999999999999998,19.22,10.68,12.27,1.8879999999999997,0.0117
5.264872670173645e-10,1.2156803131103517e-10,2.38952210277319e-10,2.969501137733459e-11,9.094308009743689e-11,2.4578272700309753e-05,3.285038316249848e-05,-0.9560000000000012,-0.9799999999999992,7.082,0.6990000000000002,1.7119999999999993,-4.796,0.0156
3.5333823366090656e-10,7.934309236705303e-11,2.4658355313539506e-10,9.005648016929627e-11,1.7249742412846535e-10,2.474157059192657e-05,2.427754020690918e-05,-16.81,-1.86,13.8,3.799,5.375,-0.5869999999999999,0.0137
3.50379122357117e-10,1.2333632469177247e-10,7.128538948595524e-10,6.003673370461911e-11,1.7532841669395565e-10,2.4945235729217527e-05,2.395613098144531e-05,-9.523000000000001,-11.99,20.25,15.88,18.06,4.277,0.0137
5.186129420995712e-10,1.1973773479461672e-10,4.742944007851184e-10,9.072806239128113e-11,2.704526234269142e-10,2.5143648386001583e-05,2.7956710815429687e-05,-1.034,-10.16,17.55,12.96,15.53,3.9009999999999994,0.0146
5.247811928391457e-10,4.1301662921905516e-11,4.795470392210409e-10,2.950822591781616e-11,2.7065569534897807e-10,2.7849776983261107e-05,3.96878046989441e-05,-0.8779999999999998,-5.862,7.656,3.3309999999999995,6.817,0.6400000000000001,0.0184
1.7595614045858384e-10,3.976615905761718e-11,2.366954018473626e-10,2.9606276750564576e-11,2.641369014978409e-10,1.8884536266326905e-05,4.01671895980835e-05,-0.13100000000000095,-1.7830000000000006,2.169,0.1519999999999997,1.2640000000000005,-7.123,0.0154
3.4707166305743157e-10,3.9404764175415034e-11,2.325313557982445e-10,8.995026111602784e-11,9.109421506524085e-11,2.7842923045158383e-05,3.1919102162122726e-05,-8.036,-3.486000000000001,10.47,3.7600000000000007,6.354,1.0400000000000003,0.0166
1.7770434468984606e-10,5.489221096038818e-11,2.3530014801025395e-10,9.073978900909425e-11,8.611504593491553e-11,2.4419378638267513e-05,3.654316520690919e-05,-0.17299999999999885,-5.258,9.082,3.6850000000000005,5.608,-0.0459999999999999,0.0165
5.217133656144142e-10,4.0614352226257324e-11,4.681041846163571e-10,5.993529039435088e-11,1.8147526506707073e-10,1.8925663471221924e-05,3.231740269064904e-05,-0.5010000000000009,-29.21,13.16,10.38,13.61,2.9740000000000006,0.0136
1.7530696839094163e-10,8.399378776550294e-11,2.4319462451338773e-10,9.07279121875763e-11,2.6512844228744507e-10,2.7825776576995847e-05,3.627482557296753e-05,-0.37699999999999884,-5.361,9.902,3.402,5.635,-0.10299999999999987,0.0174
5.261691898107529e-10,1.2031469821929934e-10,7.171324779391289e-10,6.005320696625859e-11,1.7664280410297216e-10,2.2154253259301187e-05,2.8116243839263915e-05,-0.759,-7.039000000000001,17.57,13.540000000000001,15.44,3.6069999999999998,0.0137
1.7258134484291078e-10,9.092236161231996e-11,4.739742808621377e-10,8.92819458246231e-11,2.655740226507187e-10,1.865395426750183e-05,2.4126402378082276e-05,-0.21300000000000024,-6.35,19.06,12.25,14.41,2.6919999999999997,0.0117
3.497045362251811e-10,1.199206876754761e-10,7.075616498589516e-10,2.984378457069397e-11,2.678873144686222e-10,1.916170072555542e-05,3.2123091310262686e-05,-11.86,-4.364,13.34,6.309,8.295,0.9770000000000001,0.0136
5.224799573421479e-10,4.173523664474487e-11,4.767698865029962e-10,9.144668698310852e-11,2.6525015154480936e-10,2.7743306159973142e-05,3.58492398262024e-05,-0.8800000000000012,-12.12,10.9,7.931,11.94,3.0329999999999995,0.0174
3.5089488950325176e-10,3.9216890335083004e-11,2.367671166658402e-10,5.944433882832528e-11,1.8403096464276315e-10,1.594055438041687e-05,2.803470015525818e-05,-4.573999999999999,-1.6780000000000008,8.138,1.6220000000000006,3.1730000000000005,-3.358,0.0117
5.237289428710938e-10,8.130528077483178e-11,2.364593346714974e-10,9.025925159454347e-11,8.382561478018759e-11,1.8818264961242676e-05,3.570833683013916e-05,-0.5699999999999996,-5.278999999999999,10.02,3.8810000000000002,6.04,0.06800000000000003,0.0145
3.510224003228359e-10,1.207915210723877e-10,4.695686671063304e-10,9.037896752357483e-11,8.561660808324812e-11,1.8847344040870666e-05,3.602421712875367e-05,-15.97,-7.613,11.469999999999999,7.828,11.4,3.0670000000000006,0.0145
1.735472172498703e-10,1.0641447782516482e-10,4.76657481293194e-10,5.9536826396361e-11,2.664638967216015e-10,1.8709686636924744e-05,2.8404973983764647e-05,-0.20899999999999985,-11.669999999999998,16.85,10.6,12.81,2.361,0.0127
3.52147616352886e-10,3.996383666992187e-11,7.15891355752945e-10,9.10098946094513e-11,1.76436620474793e-10,1.935855448246002e-05,2.791212797164917e-05,-5.767,-5.001,14.04,12.76,15.74,3.706,0.0127
5.258566617965698e-10,8.557806432247163e-11,2.430752602517605e-10,3.1146740913391117e-11,2.6482228100299836e-10,1.5683507204055786e-05,2.4263039588928223e-05,-0.44100000000000006,-0.5859999999999997,8.166,0.4949999999999995,1.0860000000000007,-8.663,0.0108
3.4922264660708605e-10,3.8998355865478514e-11,7.11524934053421e-10,8.984050869941712e-11,2.630411311388016e-10,2.7839833498001096e-05,3.5977193832397464e-05,-8.685,-4.985000000000001,9.165,5.23,9.103,2.248,0.0174
5.248232185840607e-10,8.01164725329727e-11,2.367766578793526e-10,9.004377007484436e-11,9.25027525871992e-11,2.515917944908142e-05,2.4119497776031495e-05,-0.8939999999999989,-1.6599999999999995,13.93,3.985,5.556,-0.39799999999999996,0.0137
1.7634890228509903e-10,8.395906656980515e-11,2.3752814877033236e-10,5.954652241431178e-11,9.012818771600722e-11,2.4854920029640196e-05,4.006339454650879e-05,-0.29899999999999993,-4.943999999999999,8.064,2.354,4.2170000000000005,-1.079,0.0174
5.244452685117722e-10,3.9864025115966795e-11,2.3403674411773684e-10,3.0064913034439086e-11,1.9455946004018187e-10,2.4499883353710174e-05,2.4754855632781983e-05,-0.7530000000000007,-0.5779999999999993,7.635,0.4850000000000001,1.238,-7.139,0.0137
5.265617638826371e-10,8.205146968364716e-11,4.717692413013429e-10,5.944034334272147e-11,2.656944347918034e-10,2.1792598389089107e-05,2.8061729192733764e-05,-0.7290000000000008,-11.11,17.6,10.88,13.300000000000002,2.9839999999999995,0.0136
5.279442220926285e-10,1.2107320308685306e-10,4.745175779443234e-10,5.944511074572801e-11,1.7302269803453237e-10,1.6430099368095397e-05,3.6239350795745855e-05,-0.4649999999999999,-13.49,11.88,7.304,10.64,1.8660000000000003,0.0135
5.221615567803383e-10,8.065492026507855e-11,4.794460854139179e-10,5.786010414361954e-11,8.431837251782415e-11,2.212829477339983e-05,4.005674266815186e-05,-0.6889999999999994,-8.382,9.364,5.427,8.943,1.9559999999999997,0.0164
3.5246985512785617e-10,3.8477969169616696e-11,7.198796679377557e-10,6.06067685969174e-11,2.626225653141737e-10,2.253511267900467e-05,2.3791069984436035e-05,-7.842,-14.2,19.26,16.12,18.58,4.029,0.0127
5.248749241232872e-10,4.276594161987305e-11,7.160988276004792e-10,9.158280372619629e-11,2.680341605842114e-10,2.487117564678192e-05,2.78812460899353e-05,-0.759,-6.7540000000000004,15.7,13.280000000000001,16.2,3.8910000000000005,0.0146
1.71453857421875e-10,8.392744183540345e-11,7.119825867116451e-10,6.299725703895093e-11,1.6756292934343217e-10,1.9280208945274353e-05,3.5638852119445805e-05,-0.19900000000000012,-3.922000000000001,8.97,4.507,6.928,0.2529999999999999,0.0145
1.8276260048151016e-10,1.2182045459747317e-10,4.849558283220977e-10,5.87013626843691e-11,2.6196338441967963e-10,2.5054170966148374e-05,2.3892123222351072e-05,-0.5559999999999995,-5.207999999999999,18.83,8.982,11.12,2.2510000000000003,0.0137
1.761727049946785e-10,9.221307396888735e-11,2.380487111508847e-10,8.930715680122376e-11,8.932879796624182e-11,2.490117472410202e-05,3.608638811111451e-05,-0.3009999999999989,-5.252999999999999,10.42,4.099,6.188000000000001,0.4880000000000001,0.0165
3.5216887565329674e-10,1.2138896942138674e-10,4.813715012390167e-10,2.975456714630127e-11,9.068539330363272e-11,2.7830001592636108e-05,2.425624704360962e-05,-9.064,-1.662,13.619999999999997,3.6760000000000006,5.481,-0.03899999999999994,0.0147
1.686474472284317e-10,1.2247875690460206e-10,7.126839083731175e-10,2.9689661264419554e-11,1.8353359638899564e-10,1.9256798982620238e-05,3.6280076980590825e-05,-0.29599999999999904,-2.786999999999999,8.747,3.3409999999999997,5.442,-0.7709999999999999,0.0145
1.832025408744812e-10,1.2191923618316653e-10,7.170641322731973e-10,9.043970346450806e-11,2.7096585258841514e-10,2.8006410121917722e-05,2.3877924919128417e-05,-0.5670000000000012,-7.470999999999999,18.83,16.07,19.1,4.555,0.0147
1.7173957824707031e-10,1.01850163936615e-10,2.380482298433781e-10,2.9547107219696044e-11,9.339313399791716e-11,2.129132542014122e-05,2.8836729049682616e-05,-0.2540000000000011,-0.6979999999999997,6.746,0.562,1.4140000000000001,-6.317,0.0137
5.211090356111527e-10,8.280379891395571e-11,7.248294626474381e-10,9.203387260437012e-11,1.846315477862954e-10,2.5057696819305417e-05,2.3752573013305664e-05,-0.9200000000000002,-6.188000000000001,19.56,16.56,18.99,4.546,0.0137
5.249519765377045e-10,4.061402797698974e-11,4.75305074883625e-10,2.978686094284058e-11,1.8500893016904592e-10,2.481593483686447e-05,2.4244339942932128e-05,-0.7530000000000007,-1.9680000000000006,14.53,3.53,5.353,-0.6540000000000001,0.0137
5.23768350481987e-10,8.057044871151449e-11,4.769010144863278e-10,3.12859708070755e-11,1.7465506656933575e-10,2.21364868208766e-05,3.19031742811203e-05,-0.7029999999999995,-6.956000000000001,14.1,6.013999999999999,8.252,1.289,0.0146
3.4846301842480897e-10,1.183682441711426e-10,7.130935152173043e-10,2.9313844442367554e-11,2.692565880715847e-10,1.623779106140137e-05,4.015433692932129e-05,-12.59,-2.5569999999999995,5.813,0.9460000000000004,3.3489999999999998,-2.426,0.0145
5.264578521251678e-10,7.806786924600602e-11,7.103201222717763e-10,6.01784403808415e-11,2.6131826782226566e-10,2.2215049684047698e-05,4.0094283103942876e-05,-0.705000000000001,-4.026999999999999,7.998,2.5490000000000004,5.21,-0.5260000000000002,0.0164
5.245243445038796e-10,3.99877643585205e-11,4.795419178083539e-10,9.008039832115173e-11,1.7794130543339997e-10,1.919486677646637e-05,3.209774580597878e-05,-0.5010000000000009,-9.889,12.73,10.66,14.170000000000002,3.182,0.0136
1.7128408551216126e-10,1.2129733562469484e-10,7.127552551329136e-10,8.817027390003205e-11,9.858594027161597e-11,1.9334570169448854e-05,3.9989108562469486e-05,-0.28699999999999876,-3.2210000000000005,6.448,1.9229999999999998,4.2,-1.464,0.0155
5.253488898277283e-10,8.93544226884842e-11,4.820522562945262e-10,5.954112044535577e-11,1.779735437417403e-10,2.2049067951738835e-05,3.210289797186852e-05,-0.7010000000000005,-32.36,15.21,11.37,14.09,3.493,0.0146
5.245576396584511e-10,8.10105486959219e-11,4.80843145923689e-10,3.0263203382492065e-11,2.636328253746033e-10,2.5111374258995056e-05,2.788968276977539e-05,-0.9430000000000005,-3.7010000000000005,14.91,4.528,6.483,0.225,0.0146
1.7483855187892915e-10,8.812356770038606e-11,7.129761044979096e-10,5.896569170057774e-11,9.086535772681235e-11,2.8044890880584714e-05,4.0130284309387214e-05,-0.3410000000000003,-3.026,6.525,2.5079999999999996,5.069,-0.09700000000000013,0.0184
1.7230159044265747e-10,1.2120048046112062e-10,4.777935651941226e-10,5.920352127403021e-11,1.6542999422177671e-10,1.9218694090843203e-05,3.614115858078004e-05,-0.29599999999999904,-13.88,12.18,8.452,11.299999999999999,2.244,0.0145
1.800314173102379e-10,1.2262993335723878e-10,4.755473610125483e-10,3.016113996505737e-11,9.716302986443042e-11,1.596792507171631e-05,2.8064064502716063e-05,-0.2149999999999992,-3.8720000000000003,14.010000000000002,4.846,6.536,-0.39799999999999996,0.0117
1.774658441543579e-10,4.254359483718872e-11,4.943527831807733e-10,9.002374291419984e-11,9.191253852844237e-11,2.7881571531295773e-05,2.41742205619812e-05,-0.19800000000000065,-4.981999999999999,16.57,11.619999999999997,14.04,3.729,0.0147
5.281206488609314e-10,1.2354035377502443e-10,7.077984248399735e-10,9.037197232246399e-11,1.8798424555361272e-10,2.814237594604492e-05,3.614328908920288e-05,-1.1990000000000005,-4.316999999999999,10.41,5.908,9.056,2.239,0.0175
5.27936252951622e-10,7.896215118467809e-11,4.766155106592924e-10,3.0479934811592105e-11,2.635021618306637e-10,1.5787376642227172e-05,2.4240493774414062e-05,-0.444000000000001,-2.095000000000001,15.19,3.346,4.7,-2.193,0.0108
3.4973652109038083e-10,1.228719758987427e-10,7.136213679909707e-10,9.119764924049378e-11,1.7552323878649623e-10,1.9176614165306093e-05,2.7823742389678955e-05,-13.59,-4.997999999999999,16.33,13.71,15.77,3.81,0.0127
1.694128602743149e-10,9.838780999183657e-11,2.3436471271514896e-10,6.042765039950609e-11,2.683418072760105e-10,1.8277134656906127e-05,2.431383180618286e-05,-0.21399999999999972,-1.2829999999999993,12.7,1.7190000000000003,2.732,-4.529,0.0117
3.5059511731378735e-10,4.0221037864685055e-11,4.731119264494628e-10,8.94979065656662e-11,9.176068177819251e-11,2.7861296892166135e-05,3.1971500873565675e-05,-8.064,-8.498,13.04,10.88,14.62,4.384,0.0166
3.5131528198253365e-10,1.2017760276794436e-10,7.263290469646455e-10,9.163416266441345e-11,1.8300996022298933e-10,2.5150835275650022e-05,2.3459701538085938e-05,-9.411,-6.058999999999999,19.5,16.66,18.97,4.678,0.0137
5.242523297667503e-10,1.194672179222107e-10,7.207742487192155e-10,9.20984423160553e-11,2.623559085428715e-10,2.2080832324922084e-05,3.995004606246949e-05,-0.7549999999999996,-4.576,8.84,2.9529999999999994,5.604,-0.19000000000000017,0.0164
5.248727023601532e-10,1.1886916875839236e-10,2.3966930183768274e-10,3.054406821727753e-11,9.257817885279655e-11,2.5053486466407774e-05,2.4338160514831542e-05,-0.9829999999999994,-0.5269999999999998,8.092,0.5809999999999997,1.2869999999999997,-6.721,0.0137
3.520977596752346e-10,7.779830053448678e-11,7.189028685092927e-10,3.058879137039185e-11,2.711704412996769e-10,2.2016434073448183e-05,3.194280418753624e-05,-39.02,-4.518,13.089999999999998,6.276,8.315,1.1510000000000002,0.0146
5.248175859451294e-10,8.455527395009996e-11,4.717405504193158e-10,2.97431480884552e-11,9.122045376896857e-11,2.4875390470027922e-05,2.812255048751831e-05,-0.8839999999999991,-3.8740000000000006,15.069999999999999,5.354,7.372999999999999,1.2029999999999998,0.0146
3.5143175635021183e-10,1.2042776584625246e-10,7.15923008799553e-10,8.916658222675324e-11,2.633290491104126e-10,2.191539952903986e-05,3.614581346511841e-05,-9.997000000000002,-4.995000000000001,11.21,5.698,8.827,1.9199999999999997,0.0155
3.49168408010155e-10,3.9832239151000974e-11,4.692118589878082e-10,9.080502033233643e-11,1.7333259833510966e-10,2.5106461167335507e-05,3.2148069709539415e-05,-8.254,-10.42,13.55,11.33,13.4,3.3020000000000005,0.0156
1.766990751028061e-10,1.231253242492676e-10,7.16893381357193e-10,2.8933703899383546e-11,1.7816417472343893e-10,1.5809411525726318e-05,2.3985020637512205e-05,-0.2149999999999992,-17.53,19.73,10.88,12.43,1.5129999999999997,0.0108
1.716010570526123e-10,8.462182819843294e-11,7.060720172822476e-10,8.594705164432526e-11,9.192514880001544e-11,1.90474328994751e-05,3.9963175296783454e-05,-0.19599999999999923,-3.2190000000000003,5.582,1.632,3.7479999999999998,-2.038,0.0155
5.236566677689552e-10,1.2153093814849854e-10,4.770622715232894e-10,6.066820783540607e-11,8.379046711325644e-11,2.50392632484436e-05,3.621935653686524e-05,-0.9299999999999998,-12.83,12.830000000000002,9.605,12.28,3.3839999999999995,0.0165
5.27561953663826e-10,3.8652367591857906e-11,2.430601415336132e-10,2.930844783782959e-11,1.058580396324396e-10,1.7984501361846925e-05,2.5304996490478516e-05,-0.5060000000000008,-0.4869999999999997,5.039999999999999,0.35500000000000026,1.238,-7.427,0.0118
3.4927665295545013e-10,1.1950858592987063e-10,7.166690637469293e-10,2.957153677940369e-11,2.731011151969433e-10,2.5106866002082822e-05,2.4101185321807862e-05,-8.994,-10.12,19.12,9.561,10.2,1.4510000000000003,0.0137
1.7256421744823456e-10,1.192624354362488e-10,4.934913418367505e-10,6.042946524918079e-11,2.6376262068748476e-10,2.5373791575431822e-05,3.551365780830384e-05,-0.553000000000001,-17.34,12.6,8.895,11.89,2.765,0.0165
5.227115631103516e-10,3.9134521484375e-11,4.78383004094474e-10,9.047379612922668e-11,2.6375145921111106e-10,2.7940132737159728e-05,2.4076204776763917e-05,-0.9000000000000007,-6.222,17.37,11.259999999999998,14.62,3.5660000000000003,0.0147
5.242420241236687e-10,1.2203837394714358e-10,4.797586636729539e-10,2.8953809738159182e-11,9.273037034273146e-11,2.7953534483909607e-05,2.4283116817474366e-05,-1.238,-1.7209999999999999,14.32,3.691,5.481,-0.17399999999999977,0.0147
5.251170337200164e-10,7.939933471381664e-11,2.3784756708145145e-10,6.001688148826362e-11,1.7928620449546724e-10,2.2028703212738037e-05,3.6162531375885015e-05,-0.6989999999999992,-3.6399999999999997,9.765,2.404,4.075000000000001,-1.5,0.0155
3.512487509986386e-10,4.003212451934814e-11,7.160999600887299e-10,3.028341293334961e-11,2.3367653161287307e-10,2.2118053026497365e-05,2.794004201889038e-05,-7.687999999999998,-7.247,15.690000000000001,8.876,11.010000000000002,1.9059999999999997,0.0136
5.251423597335815e-10,1.180292868614197e-10,7.142607708573342e-10,3.0507032275199893e-11,2.669053137600422e-10,1.9224674701690674e-05,3.190500697493553e-05,-0.5709999999999991,-4.3309999999999995,13.480000000000002,6.331,8.295,0.7080000000000002,0.0136
3.498791633523069e-10,3.9937591552734375e-11,7.122014966905117e-10,2.998962879180908e-11,1.6428455947712062e-10,2.2091414041817188e-05,2.4036134243011474e-05,-7.2909999999999995,-13.82,18.45,10.0,11.91,2.0709999999999997,0.0127
3.4748340765945613e-10,1.1992627382278444e-10,7.14562437415123e-10,2.991835713386536e-11,8.839934092760085e-11,2.7853400468826292e-05,3.2007863938808446e-05,-9.442999999999998,-4.043999999999999,12.78,5.882,7.969,1.4849999999999999,0.0166
3.510391652467661e-10,7.74521565437317e-11,7.196994324326516e-10,3.066896259784699e-11,2.6985643112659456e-10,2.4920118272304533e-05,2.3825101852416993e-05,-16.16,-9.961,18.7,9.599,11.55,2.0950000000000006,0.0137
3.4865688860882073e-10,8.087659917771817e-11,7.047892195284367e-10,5.959920435212553e-11,8.617309188842772e-11,2.2225362487137317e-05,2.3752721786499024e-05,-22.96,-8.601,19.39,15.66,17.5,4.107,0.0127
3.538181566633284e-10,7.915622785687447e-11,7.131360401511193e-10,6.018602333497257e-11,9.02663410604e-11,2.5026464462280272e-05,2.809530305862427e-05,-19.31,-6.4479999999999995,16.5,12.560000000000002,14.8,3.79,0.0146
5.253731310367584e-10,1.2069396972656253e-10,4.761516001187265e-10,6.079221714287996e-11,8.589004856348036e-11,1.9065228462219237e-05,3.202484211325646e-05,-0.6060000000000006,-17.1,15.05,11.39,13.73,3.3170000000000006,0.0136
3.4834099584259093e-10,7.947868488729e-11,7.121134598851205e-10,2.8987365961074832e-11,1.9407841557636858e-10,1.903827977180481e-05,2.8358423471450806e-05,-15.13,-7.015,16.33,9.477,10.92,1.375,0.0127
3.5089947278611363e-10,1.21217794418335e-10,7.171729360818863e-10,3.032471001148224e-11,9.521696317195891e-11,2.495767223834991e-05,2.8008510112762452e-05,-10.77,-7.783,17.16,8.876,10.510000000000002,2.072,0.0146
5.265033304691315e-10,1.209628438949585e-10,2.3779162216186527e-10,9.012451171875e-11,1.7626701729092747e-10,2.2159985966980456e-05,3.1985817521810535e-05,-0.7609999999999989,-4.055,13.05,4.157,5.887,0.004000000000000096,0.0146
5.224181026220322e-10,4.156358480453491e-11,4.687134102098644e-10,2.9049371480941773e-11,8.885673132538794e-11,2.4913686513900754e-05,3.592305088043213e-05,-0.6870000000000004,-8.64,10.879999999999999,5.805,8.441,1.5949999999999998,0.0165
1.7120470702648164e-10,4.9143319129943845e-11,7.018638325035572e-10,3.0447712540626527e-11,7.848110866546629e-11,2.4320857524871825e-05,2.8139231920242308e-05,-0.1740000000000008,-7.605999999999999,15.19,8.337,10.23,1.728,0.0146
1.7574679404497147e-10,4.278599977493286e-11,4.820641850233078e-10,8.980842769145966e-11,8.391693595051764e-11,2.203670797497034e-05,3.2275525182485586e-05,-0.1510000000000004,-8.086,12.209999999999999,10.72,12.86,3.004,0.0146
5.227740228176117e-10,3.7667894363403317e-11,2.3472138988971716e-10,3.0855526328086856e-11,8.646742221713064e-11,2.7861286163330075e-05,4.0363898277282716e-05,-0.7989999999999989,-1.862999999999999,4.205,0.5039999999999999,1.9860000000000002,-3.9910000000000005,0.0184
3.503716908104252e-10,7.424176514148712e-11,7.150198777318001e-10,8.191839873790741e-11,1.8493400078266859e-10,1.6192006826400756e-05,3.605392169952393e-05,-9.503000000000002,-4.069,8.446,3.586,7.567,0.8400000000000002,0.0135
3.5288948705419897e-10,3.809380531311035e-11,2.347865929007531e-10,2.985379457473755e-11,2.1316867604106666e-10,1.8984941363334655e-05,4.050676918029786e-05,-5.695999999999998,-1.9249999999999998,2.823,0.2619999999999998,1.6949999999999996,-5.444,0.0154
3.4946334837004545e-10,1.1986463069915772e-10,2.325926517248154e-10,2.87483024597168e-11,9.421454334259031e-11,1.5849427223205567e-05,3.248137733340264e-05,-15.500000000000002,-0.9599999999999992,5.403,0.5559999999999998,1.5560000000000005,-5.765,0.0126
3.485551744932309e-10,3.8318409919738765e-11,4.717253140285612e-10,9.1008220911026e-11,8.600981214642523e-11,2.225708568841219e-05,2.7934874057769776e-05,-6.816,-6.803999999999999,15.129999999999999,12.76,15.819999999999999,4.299,0.0137
1.7195247113704682e-10,1.2106128692626956e-10,2.3992009136080746e-10,9.045949459075928e-11,1.7417811612877993e-10,2.1970667965710164e-05,2.82080078125e-05,-0.42000000000000115,-2.786000000000001,14.08,3.9370000000000003,5.505000000000001,-0.6400000000000001,0.0137
3.5209045582450927e-10,1.1998154401779177e-10,4.690803930275142e-10,9.072771191596985e-11,8.484731352329253e-11,2.1956813506782054e-05,3.9932643413543706e-05,-13.020000000000001,-7.079000000000001,9.484,5.167,8.82,2.3930000000000002,0.0164
1.7261453568935394e-10,1.211801862716675e-10,2.3823327842354776e-10,9.092153549194336e-11,2.6427447950839995e-10,2.4829245209693908e-05,3.212219142913819e-05,-0.5490000000000006,-4.06,12.51,3.7569999999999992,5.596,-0.3130000000000001,0.0155
3.4735210621729493e-10,7.931729339063167e-11,2.3422728526592257e-10,9.010975241661072e-11,2.6215704701840876e-10,2.176446881145239e-05,2.8294030904769897e-05,-31.49,-3.0049999999999994,13.58,3.5750000000000006,4.811,-1.473,0.0136
3.514342929935083e-10,4.027435064315796e-11,2.385782909691334e-10,5.967026651836932e-11,1.86557907987386e-10,2.4803937315940856e-05,2.852819561958313e-05,-8.302999999999999,-1.7129999999999994,10.34,1.8389999999999997,3.3759999999999994,-2.271,0.0146
1.724089652299881e-10,1.21344428062439e-10,4.75763080559671e-10,9.00133752822876e-11,8.725014820694922e-11,2.214674336463213e-05,3.216494768857956e-05,-0.3840000000000001,-8.123999999999999,14.47,11.780000000000001,14.34,3.6730000000000005,0.0146
3.498869345523417e-10,7.92372877150774e-11,2.3346970725059513e-10,3.0620833039283753e-11,2.7595570200681686e-10,2.7619751453399656e-05,2.9333441495895386e-05,-12.290000000000001,-0.7720000000000001,6.562,0.4409999999999995,1.2710000000000004,-6.36,0.0156
