C1,C2,Ld,Lg,Ls,WN1,WN2,GTMax,S11Min,NFMin,Bandwidth,PowerConsumption
2.878232181072235e-13,5.01437360048294e-13,2.954449653625488e-09,9.447483444213868e-09,7.48580813407898e-10,5.000878155231477e-06,5.561056002974511e-06,14.88,-13.25,1.784,4060000000.0,0.0157
4.085919544100761e-13,3.8918937146663664e-13,3.926832802593708e-09,1.0447098845243453e-08,5.990106225013733e-10,4.999329447746278e-06,6.00226902961731e-06,15.77,-16.05,1.728,4520000000.0,0.0158
5.789175152778625e-13,2.9741989225149154e-13,3.827832370996475e-09,8.373472595214845e-09,6.001689553260804e-10,5.257316380739213e-06,5.406887106597424e-06,14.76,-17.04,1.809,5310000000.0,0.0163
4.662887636572123e-13,1.9683481454849245e-13,3.7243100404739378e-09,9.527120465040208e-09,7.512631952762605e-10,4.992321491241456e-06,5.9907535910606384e-06,14.06,-13.09,1.875,4600000000.0,0.0158
5.980950593948364e-13,2.9276180267333983e-13,3.015834450721741e-09,9.465051153302192e-09,7.493794858455659e-10,5.497118206229061e-06,5.501457916572691e-06,14.22,-14.01,1.818,4900000000.0,0.0169
5.007121905684471e-13,2.594324141740799e-13,2.894203782081604e-09,9.255518996715546e-09,7.984595060348511e-10,6.001843094825745e-06,6.0024672746658325e-06,14.45,-14.3,1.853,4310000000.0,0.0182
6.008322894573212e-13,1.9849982261657715e-13,3.0035738945007323e-09,1.0319842287898063e-08,6.996634595096112e-10,5.4904263783246285e-06,5.509444518014789e-06,14.18,-14.45,1.844,5250000000.0,0.0169
3.7813586443662644e-13,3.9262111485004424e-13,4.510860323905946e-09,1.1446181559562682e-08,6.986117526888848e-10,5.744096860289574e-06,6.019652903079987e-06,16.42,-14.06,1.728,3560000000.0,0.0176
6.070174634456635e-13,5.036537051200866e-13,3.836174696683884e-09,8.316576504707338e-09,5.988828420639039e-10,5.00007438659668e-06,5.522443937137724e-06,14.78,-16.61,1.774,5370000000.0,0.0157
3.6840687096118924e-13,3.449164740741253e-13,3.62863826751709e-09,8.706583642959595e-09,6.983467347919942e-10,4.998326599597931e-06,5.58362339437008e-06,14.83,-14.01,1.816,4230000000.0,0.0157
6.025725781917572e-13,2.5870653688907626e-13,4.140269815921784e-09,9.989324533939361e-09,5.995309948921204e-10,5.242495030164719e-06,5.499352971091867e-06,14.91,-16.45,1.779,5450000000.0,0.0163
5.134720131754875e-13,3.941420167684555e-13,3.860956788063049e-09,8.376898312568665e-09,5.994876742362976e-10,4.998492777347566e-06,6.0010166764259345e-06,14.99,-16.6,1.784,5000000000.0,0.0158
3.807081878185272e-13,2.67424350976944e-13,4.9841495752334604e-09,9.065921419858934e-09,7.463271617889405e-10,5.498964108061046e-06,5.991991430521012e-06,15.23,-13.95,1.838,3510000000.0000005,0.017
5.019254431128502e-13,2.0048786699771881e-13,3.734719693660736e-09,8.366508865356445e-09,8.010596871376039e-10,6.004771113395692e-06,5.643138155341149e-06,14.4,-13.18,1.927,3940000000.0000005,0.0181
5.995455086231232e-13,2.510473728179932e-13,2.9536361694335937e-09,1.1329514408111572e-08,7.48949632048607e-10,4.994744062423707e-06,5.518138887360693e-06,13.97,-13.05,1.793,5230000000.0,0.0157
3.6449828445911406e-13,5.021780252456665e-13,5.0119761228561405e-09,8.373466873168946e-09,7.47914919257164e-10,5.490948310121894e-06,5.529038613662124e-06,15.57,-14.18,1.812,3350000000.0,0.0169
4.046197772026062e-13,1.9976253509521486e-13,4.044714689254761e-09,1.0203582586348057e-08,5.992263078689576e-10,5.746006801724434e-06,5.094247311353684e-06,15.75,-16.89,1.823,4420000000.0,0.0174
3.0876492261886595e-13,4.0530622005462645e-13,3.838166609406472e-09,8.391468250751497e-09,6.015010476112366e-10,5.740988627076149e-06,5.613147705793381e-06,16.21,-17.14,1.781,3860000000.0,0.0175
6.050596296787261e-13,5.061711192131042e-13,4.252089083194733e-09,1.1402026855945587e-08,5.988205313682557e-10,4.999619007110597e-06,5.576998040080071e-06,15.42,-16.03,1.696,5180000000.0,0.0157
3.8174250572919845e-13,2.136724799871445e-13,3.320294737815857e-09,9.02038940191269e-09,7.493862926959992e-10,6.003967523574829e-06,6.011959850788117e-06,14.91,-14.57,1.879,3980000000.0,0.0182
5.530254453420639e-13,2.010931432247162e-13,3.6751990914344786e-09,9.394682908058167e-09,8.021144151687624e-10,4.998425483703614e-06,4.987191438674928e-06,13.55,-12.45,1.9,4760000000.0,0.0156
6.082344710826874e-13,2.4842586219310763e-13,5.06895136833191e-09,8.344936752319337e-09,7.004367545247078e-10,5.750359982252122e-06,5.1226553618907935e-06,15.01,-15.340000000000002,1.863,3990000000.0,0.0174
5.588131427764892e-13,4.133329808712006e-13,3.983246318995953e-09,1.0412109965085983e-08,7.473142147064209e-10,6.003803431987763e-06,5.111708134412766e-06,15.67,-14.05,1.765,3880000000.0000005,0.018
5.558990210294723e-13,2.56054225564003e-13,3.5612076818943023e-09,8.36499252319336e-09,8.018558859825136e-10,5.239607810974122e-06,5.570291370153428e-06,13.85,-11.92,1.891,4390000000.0,0.0163
3.3494632244110107e-13,4.89190411567688e-13,3.858282282948494e-09,8.394988203048706e-09,7.003551974892617e-10,4.9964833259582525e-06,5.466871596872807e-06,15.08,-14.12,1.806,3980000000.0,0.0157
5.084458976984023e-13,1.9834471940994264e-13,3.1949477195739745e-09,1.0248550044000149e-08,6.979808665812016e-10,4.994863808155061e-06,5.0093111693859106e-06,14.05,-14.0,1.841,5220000000.0,0.0156
5.105897560715675e-13,4.940662741661071e-13,4.02537451684475e-09,1.0385120505094528e-08,5.986759305000306e-10,5.7473152279853825e-06,5.130999922752381e-06,16.32,-16.83,1.721,4290000000.0,0.0174
2.9927061796188353e-13,3.825314112007618e-13,3.754974529147148e-09,1.047083098590374e-08,7.46999403834343e-10,5.751093864440918e-06,5.634660676121712e-06,15.84,-13.61,1.763,3550000000.0,0.0175
2.86567747592926e-13,4.0695970356464387e-13,3.892163127660751e-09,1.0312453025579452e-08,8.019978046417237e-10,5.25633291900158e-06,4.991742610931397e-06,15.18,-12.64,1.785,3650000000.0,0.0162
3.742844760417938e-13,2.934303164482117e-13,4.687499165534973e-09,8.384876275062561e-09,5.976441144943238e-10,5.495033872779459e-06,4.984166860580445e-06,15.66,-17.1,1.814,4139999999.9999995,0.0168
4.249103888869285e-13,2.4927359223365784e-13,4.1813095510005955e-09,1.141786297559738e-08,7.473247796297074e-10,5.74533972144127e-06,6.001695513725281e-06,15.64,-13.53,1.792,3800000000.0,0.0176
5.812821149826049e-13,2.541793525218964e-13,3.582570731639862e-09,8.327304446697236e-09,6.989085994660855e-10,6.008138954639435e-06,5.102806359529496e-06,14.78,-15.780000000000001,1.864,4470000000.0,0.018
5.052988305687904e-13,3.0166863650083543e-13,3.726456344127655e-09,8.388376379013063e-09,6.995684035122395e-10,5.501350551377983e-06,4.985390067100525e-06,14.8,-14.979999999999999,1.841,4370000000.0,0.0168
5.985348880290985e-13,2.9715498834848405e-13,3.954886734485626e-09,9.379818239808082e-09,7.001430116593839e-10,4.9953000545501714e-06,5.487925104796887e-06,14.35,-14.19,1.808,4990000000.0,0.0157
5.407672673463821e-13,2.543559491634369e-13,3.491178870201111e-09,8.288384342193604e-09,7.44505712389946e-10,5.7467764467000965e-06,5.123007237911225e-06,14.43,-14.33,1.875,4380000000.0,0.0174
3.8370599448680876e-13,1.9762946367263795e-13,4.093982085585595e-09,1.1442381763458251e-08,7.005847506225109e-10,4.997105777263642e-06,4.988441705703736e-06,14.84,-13.64,1.822,4510000000.0,0.0156
4.0925606489181517e-13,2.9126658737659457e-13,4.119190007448197e-09,1.1444356942176819e-08,5.997691750526428e-10,6.004862189292908e-06,5.638350501656533e-06,16.73,-16.72,1.74,3900000000.0,0.0181
6.063688516616821e-13,5.080616116523743e-13,3.996292978525162e-09,9.390865096449853e-09,5.990027070045472e-10,5.4896211493760355e-06,4.9728776812553416e-06,15.59,-17.09,1.745,4840000000.0,0.0168
6.207736730575562e-13,3.99772447347641e-13,3.760781139135361e-09,1.0373916873335839e-08,8.011131286621095e-10,5.760267466306687e-06,5.633705615997315e-06,15.02,-13.32,1.778,4100000000.0,0.0175
3.91162034869194e-13,2.4818941652774813e-13,3.982344299554825e-09,9.407250219583512e-09,7.449138551950455e-10,6.009034216403962e-06,6.010976612567902e-06,15.43,-14.51,1.838,3690000000.0,0.0182
3.152270972728729e-13,2.4614678025245666e-13,3.982457913458348e-09,8.338541650772095e-09,5.995685696601868e-10,5.744795575737954e-06,5.6359181702137e-06,15.75,-17.22,1.831,4040000000.0,0.0175
3.184135526418686e-13,5.034869253635407e-13,4.258620202541352e-09,1.0455528804659844e-08,6.995888210833073e-10,5.498699845280499e-06,5.4890502896159895e-06,16.12,-14.07,1.737,3590000000.0,0.0169
3.0756307840347286e-13,5.087387084960937e-13,4.01821617782116e-09,9.339470887184143e-09,6.979162886738777e-10,5.74693475663662e-06,6.013041257858276e-06,16.09,-14.58,1.761,3519999999.9999995,0.0176
5.977920413017272e-13,4.0215784311294556e-13,3.962783560156822e-09,1.1400661075115203e-08,7.474559187889099e-10,5.495210796128959e-06,5.994549036026002e-06,15.340000000000002,-13.31,1.739,4280000000.0,0.017
4.604709986597299e-13,2.941410526633263e-13,3.545669138431549e-09,9.45536288022995e-09,6.991007827222348e-10,5.492908722255379e-06,5.530578030273319e-06,15.060000000000002,-14.61,1.804,4320000000.0,0.0169
4.1122360825538635e-13,1.9928628206253052e-13,4.064986333251e-09,1.0443515548110007e-08,7.463314801454545e-10,6.010945141315461e-06,6.009357571601868e-06,15.35,-14.1,1.857,3829999999.9999995,0.0182
5.025349304080009e-13,4.984232008457184e-13,4.041163474321366e-09,1.0520734110474586e-08,6.002989649772645e-10,6.005492925643921e-06,5.6142898052930835e-06,16.67,-17.07,1.716,4079999999.9999995,0.0181
4.570774421095848e-13,3.010123312473297e-13,4.82648253440857e-09,1.1429746055603027e-08,8.016410350799562e-10,6.005699634552002e-06,5.1124301850795754e-06,15.759999999999998,-13.11,1.786,3490000000.0,0.018
5.678065717220306e-13,5.058088064193726e-13,4.446978062391282e-09,1.1415989363193511e-08,6.987751342356206e-10,5.495314964558929e-06,5.521000873297454e-06,15.85,-14.02,1.717,4160000000.0,0.0169
4.747627034783363e-13,2.9761269390583037e-13,3.850798010826111e-09,1.0396815875172615e-08,8.015932440757753e-10,5.49399822158739e-06,5.002575725317002e-06,14.87,-13.04,1.81,4010000000.0000005,0.0168
5.470254510641097e-13,5.123066186904907e-13,3.8999723568558694e-09,1.0319412732124329e-08,7.486006528139115e-10,5.7512061595916755e-06,5.123562663793564e-06,15.58,-13.8,1.754,3940000000.0000005,0.0174
4.004577800631523e-13,1.9441174268722536e-13,4.0950960665941245e-09,1.148032840490341e-08,5.992334127426147e-10,4.995464622974397e-06,5.518294176086784e-06,15.28,-15.910000000000002,1.792,4870000000.0,0.0157
5.948331445455551e-13,2.733120232820511e-13,3.0091122388839723e-09,9.796879345178604e-09,5.988492012023926e-10,6.0084371566772465e-06,5.109845638275147e-06,15.36,-17.43,1.787,4910000000.0,0.018
3.9986808747053144e-13,2.4960444271564483e-13,3.028990268707275e-09,8.35407646894455e-09,8.00179421901703e-10,6.004709482192994e-06,5.656740963459016e-06,14.42,-13.73,1.888,4090000000.0,0.0181
4.947546467185021e-13,3.8451713100075723e-13,2.993767261505127e-09,1.1414343917369843e-08,6.007197737693787e-10,5.761186301708222e-06,5.182644814252854e-06,16.23,-16.66,1.713,4269999999.9999995,0.0174
5.026721969246864e-13,3.2426405251026156e-13,2.912928819656372e-09,9.269299292564392e-09,8.000174641609193e-10,5.7450409382581715e-06,5.635959923267365e-06,14.440000000000001,-13.88,1.83,4340000000.0,0.0175
2.9480400681495664e-13,2.4685626924037935e-13,3.917166367173195e-09,8.352515423297883e-09,5.994103074073792e-10,5.745182022452355e-06,6.000357985496521e-06,15.86,-17.13,1.828,3959999999.9999995,0.0176
5.321237325668335e-13,4.0854027569293976e-13,4.038792356848717e-09,9.40793668627739e-09,5.984943866729737e-10,5.498093438800425e-06,5.531558260321618e-06,15.72,-16.8,1.752,4640000000.0,0.0169
3.268435388803482e-13,3.963368505239487e-13,3.6822044849395753e-09,8.418106073141099e-09,6.007504582405091e-10,4.995667576789857e-06,5.470834435895086e-06,15.39,-16.46,1.786,4390000000.0,0.0157
5.420818537473678e-13,2.5521944165229797e-13,4.4878734052181245e-09,8.362445676326753e-09,5.995514988899231e-10,6.007663846015931e-06,5.105619162321091e-06,15.55,-17.95,1.833,4440000000.0,0.018
3.0576877892017363e-13,1.9564078450202944e-13,3.915036298334598e-09,8.380652689933777e-09,7.430959612131119e-10,5.4989629550836985e-06,6.017415285110474e-06,14.65,-12.79,1.907,3800000000.0,0.017
3.9746924489736554e-13,1.9476965665817263e-13,4.053149640560151e-09,1.1350611501932144e-08,5.988022089004517e-10,5.496693468652666e-06,4.979912400245667e-06,15.759999999999998,-16.44,1.803,4480000000.0,0.0168
4.1076356470584865e-13,1.940582811832428e-13,4.092676430940629e-09,1.1386791908740997e-08,5.992995500564575e-10,5.74941597878933e-06,5.628368258476258e-06,16.01,-16.51,1.802,4350000000.0,0.0175
3.606910854578018e-13,3.745315574109554e-13,4.4314627349376684e-09,8.97224053144455e-09,7.476622074842454e-10,5.2531899064779286e-06,5.430179074406624e-06,15.1,-13.71,1.821,3709999999.9999995,0.0163
4.073968157172203e-13,1.9721102118492128e-13,4.653921008110047e-09,1.1486425781249999e-08,7.490106344223024e-10,5.752758026123047e-06,5.102384537458421e-06,15.42,-13.58,1.838,3810000000.0,0.0174
2.956018030643463e-13,2.928956538438797e-13,3.7052962183952333e-09,1.0378284940123557e-08,8.008098125457765e-10,5.493382023181767e-06,5.5230424776673325e-06,15.14,-12.91,1.806,3680000000.0,0.0169
4.83926086127758e-13,5.089148044586182e-13,3.856524646282196e-09,8.371232414245606e-09,5.982919692993164e-10,4.999211192131043e-06,5.546782985329628e-06,15.18,-16.55,1.773,4830000000.0,0.0157
5.467013597488403e-13,3.0520887076854705e-13,4.1399025619030005e-09,9.253594422340394e-09,5.990280389785767e-10,6.004595339298249e-06,5.120617330074311e-06,15.88,-17.61,1.786,4480000000.0,0.018
6.050457715988159e-13,1.9907385110855105e-13,4.0260784775018695e-09,1.1423582518100738e-08,6.990634426474572e-10,5.757281303405762e-06,5.137620210647584e-06,14.9,-14.34,1.829,4790000000.0,0.0174
3.763927459716797e-13,2.6984837949275973e-13,4.161577343940735e-09,9.059795254468918e-09,7.47586140036583e-10,5.744317755103111e-06,5.645267516374589e-06,15.25,-14.28,1.841,3670000000.0,0.0175
6.032042384147643e-13,1.9684550762176514e-13,3.812210604548454e-09,9.436640211939813e-09,5.987236261367798e-10,5.740006312727928e-06,5.636423498392105e-06,14.889999999999999,-16.99,1.839,5320000000.0,0.0175
4.0002258270978927e-13,3.911591410636902e-13,4.447112888097764e-09,1.0385715195536613e-08,7.992898106575013e-10,5.2549398690462115e-06,5.5486606582999235e-06,15.16,-12.74,1.783,3660000000.0,0.0163
5.643220156431198e-13,3.9816085994243624e-13,4.833750009536744e-09,8.38071974515915e-09,7.017195239663125e-10,6.005508422851563e-06,5.093116372823716e-06,15.73,-15.54,1.813,3639999999.9999995,0.018
5.13817535340786e-13,3.146263547241688e-13,4.1630988717079166e-09,1.0138001212477684e-08,5.991655230522156e-10,5.743447795510292e-06,5.1073121130466465e-06,15.94,-17.06,1.761,4510000000.0,0.0174
5.249210357666016e-13,2.5244390070438384e-13,3.954737007617951e-09,1.0406372541189194e-08,6.99665541946888e-10,5.504904192406685e-06,5.000109761953354e-06,15.01,-14.38,1.806,4520000000.0,0.0168
4.68406593427062e-13,3.9294297993183134e-13,3.781848639249802e-09,8.39544793367386e-09,6.998610898852349e-10,5.495237812865526e-06,5.426298722624779e-06,15.169999999999998,-15.010000000000002,1.813,4090000000.0,0.0169
4.757844664156437e-13,4.053601771593094e-13,3.810651630163193e-09,9.445956060290338e-09,7.468958944082261e-10,6.006941914558411e-06,5.621057018637657e-06,15.63,-14.38,1.789,3730000000.0,0.0181
4.0725347846746443e-13,2.5018649995326997e-13,5.034249305725098e-09,9.371464678645134e-09,6.993550226092339e-10,5.7500297725200655e-06,5.619887202978134e-06,15.59,-14.88,1.826,3680000000.0,0.0175
4.745989389717579e-13,3.964008212089539e-13,3.813115581870079e-09,8.37454744577408e-09,7.992137908935547e-10,4.995867371559144e-06,5.283693343400956e-06,14.31,-12.17,1.852,3990000000.0,0.0157
4.381881058216095e-13,5.090680480003357e-13,3.180033802986145e-09,8.368154132366181e-09,7.458625167608262e-10,5.756046086549759e-06,5.653901413083077e-06,15.05,-14.59,1.806,4040000000.0,0.0175
4.163846746087074e-13,5.066715121269226e-13,3.784922882914543e-09,8.381674075126648e-09,6.988872669637203e-10,4.995893478393555e-06,4.982152938842774e-06,14.91,-14.27,1.808,4220000000.0,0.0156
3.9857892841100693e-13,5.077369928359985e-13,5.0171790122985846e-09,8.365249121189119e-09,5.974836945533753e-10,4.991437077522279e-06,5.5271407496184114e-06,15.54,-16.46,1.774,4230000000.0,0.0157
6.018483638763428e-13,3.1439271196722984e-13,3.0094363689422606e-09,9.178514340519905e-09,5.989877581596375e-10,6.011405110359193e-06,5.607049688696862e-06,15.37,-17.53,1.781,4950000000.0,0.0181
3.004116117954254e-13,5.072234213352203e-13,3.997395053505898e-09,1.1414605343341827e-08,6.997028909623623e-10,4.998216271400452e-06,5.572773888707161e-06,15.88,-13.45,1.718,3769999999.9999995,0.0157
5.700237840414047e-13,3.0673162788152696e-13,3.83769503235817e-09,8.37712630033493e-09,6.000935077667237e-10,5.254126027226448e-06,5.449647523462773e-06,14.81,-16.99,1.806,5260000000.0,0.0163
4.079048842191696e-13,2.4767777621746066e-13,3.0642008781433104e-09,9.398906403779984e-09,6.987301543354988e-10,6.011690735816956e-06,5.090131729841233e-06,15.16,-15.06,1.834,4220000000.0,0.018
3.03539764881134e-13,2.8665097504854203e-13,4.848090410232545e-09,1.1460435533523559e-08,5.991807341575623e-10,5.752943634986878e-06,5.6094766184687615e-06,16.74,-16.36,1.737,3730000000.0,0.0175
5.018637612462043e-13,3.1122025549411773e-13,3.0173538923263548e-09,1.0209886425733566e-08,5.985119700431824e-10,6.0026530623435976e-06,5.612504445016385e-06,15.97,-17.19,1.756,4450000000.0,0.0181
4.014065489172935e-13,2.98553004860878e-13,4.064062595367432e-09,9.451910027861596e-09,6.988952077925206e-10,5.494283588137478e-06,5.415639564394951e-06,15.4,-14.59,1.804,3970000000.0,0.0169
2.9941297173500057e-13,5.12859296798706e-13,3.020220398902893e-09,1.0333554723858832e-08,8.012978196144105e-10,5.2471264898777014e-06,5.513574354350567e-06,15.0,-12.62,1.765,3840000000.0,0.0163
5.311815619468689e-13,2.9737331569194793e-13,3.297055125236511e-09,9.441578873991967e-09,6.994304291903973e-10,5.492657442111522e-06,5.51712267100811e-06,14.77,-14.68,1.804,4670000000.0,0.0169
5.008651480078697e-13,3.016796827316284e-13,3.887484133243561e-09,9.441907399892807e-09,7.965366482734681e-10,4.995841681957246e-06,5.406488485634327e-06,14.25,-12.8,1.839,4199999999.9999995,0.0157
4.591160785406828e-13,2.0100936889648438e-13,3.935440398752689e-09,9.379472592473031e-09,6.001592397689819e-10,4.995898425579072e-06,5.5090627130121e-06,14.64,-16.2,1.831,5300000000.0,0.0157
2.9204086661338807e-13,1.9116396307945252e-13,4.996505022048951e-09,9.454889872670173e-09,7.011785253882408e-10,5.744709089398385e-06,5.66201800107956e-06,15.32,-14.69,1.867,3709999999.9999995,0.0175
5.263975381851196e-13,2.4779537320137025e-13,3.855576142668724e-09,1.0391204246878624e-08,8.006485462188722e-10,5.755057454109192e-06,5.629009947180749e-06,14.84,-13.37,1.83,4060000000.0,0.0175
2.940579235553741e-13,2.8965899646282195e-13,3.871689900755882e-09,1.1401238822937011e-08,8.023995161056521e-10,4.9969435334205635e-06,4.980220794677735e-06,15.0,-12.24,1.789,3800000000.0,0.0156
3.68621152639389e-13,2.892889320850372e-13,3.785094484686851e-09,8.452066326141359e-09,6.967128716409207e-10,4.994392633438111e-06,5.458977855741978e-06,14.66,-13.75,1.843,4250000000.0,0.0157
4.92901723086834e-13,2.9925568103790285e-13,2.9603383541107175e-09,9.428189957141876e-09,5.994449257850647e-10,6.0039784312248235e-06,5.6076199114322666e-06,15.71,-17.37,1.779,4590000000.0,0.0181
4.389051530510187e-13,2.967714637517929e-13,3.4116989374160767e-09,8.399361991882325e-09,6.983372166752815e-10,5.255526795983315e-06,5.593559034168721e-06,14.64,-14.25,1.836,4450000000.0,0.0163
4.965174525976181e-13,2.465659111738205e-13,3.899150632321834e-09,9.316858121752739e-09,7.970673143863679e-10,5.492380791809411e-06,5.429855421185494e-06,14.55,-13.54,1.86,4010000000.0000005,0.0169
3.0230126380920407e-13,5.003112077713013e-13,3.995094582438469e-09,1.0471843564510346e-08,7.002859510481358e-10,5.508990271016956e-06,4.985642671585083e-06,16.07,-14.08,1.743,3620000000.0,0.0168
4.915239661931991e-13,3.86041908711195e-13,3.899369284510612e-09,1.0430532270669936e-08,7.995772898197175e-10,4.986212730407715e-06,4.999591827392579e-06,14.61,-12.58,1.786,4199999999.9999995,0.0156
2.894979894161224e-13,5.024056196212768e-13,3.6514614522457124e-09,1.0219282718002796e-08,7.997819125652314e-10,6.011957883834839e-06,5.12010732293129e-06,15.72,-13.23,1.766,3440000000.0,0.018
5.481852203607559e-13,2.4406204223632813e-13,3.399953007698059e-09,9.35024836063385e-09,7.453081160783768e-10,5.248116672039032e-06,5.465945884585381e-06,14.15,-13.86,1.843,4810000000.0,0.0163
3.1606280207633973e-13,3.9340718984603884e-13,4.117790311574936e-09,9.360153758525849e-09,6.997737370431424e-10,5.75173032283783e-06,5.10893139243126e-06,15.88,-14.67,1.784,3630000000.0000005,0.0174
4.995058000087738e-13,2.965126395225525e-13,4.297262400388718e-09,1.1445450925827026e-08,5.996736168861389e-10,6.006912589073182e-06,5.634152561426163e-06,16.46,-16.82,1.738,4240000000.0,0.0181
3.675454795360565e-13,2.0038968920707704e-13,3.712125241756439e-09,8.400333398580553e-09,6.980839088559151e-10,4.998939752578736e-06,5.430818192660809e-06,14.23,-12.83,1.897,4470000000.0,0.0157
6.05820107460022e-13,2.4322026669979095e-13,3.978659383952618e-09,1.0506074139475822e-08,6.99579469114542e-10,5.001651108264924e-06,5.470359826460481e-06,14.299999999999999,-13.89,1.803,5220000000.0,0.0157
5.878180146217346e-13,1.9708141684532166e-13,3.0267506837844847e-09,1.1156078839302062e-08,5.998814463615418e-10,5.748694255948067e-06,5.616491936147213e-06,15.16,-16.77,1.802,5070000000.0,0.0175
3.9477126002311703e-13,3.0162843465805057e-13,3.018073320388794e-09,1.0328015917539596e-08,8.00066637992859e-10,5.242999613285065e-06,5.46642392128706e-06,14.52,-12.84,1.806,4250000000.0,0.0163
4.794121205806732e-13,2.0331055223941804e-13,4.114391386508942e-09,1.031911867260933e-08,5.994535446166992e-10,5.4993022647686305e-06,5.540747337043286e-06,15.32,-16.35,1.817,4930000000.0,0.0169
5.360786229372024e-13,2.4341225922107697e-13,3.812234312295914e-09,9.37976803779602e-09,7.987767338752747e-10,5.4937833375297495e-06,5.4610025510191924e-06,14.43,-13.54,1.86,4160000000.0,0.0169
3.121531069278717e-13,3.7701865807175637e-13,3.765992343425751e-09,1.0598993235826492e-08,6.964003898203374e-10,6.006926536560059e-06,5.125713884830475e-06,16.25,-14.53,1.755,3530000000.0,0.018
5.039538815617561e-13,2.488781452178955e-13,2.953405737876892e-09,8.38360401391983e-09,8.006238937377932e-10,5.751044988632202e-06,5.073729008436204e-06,13.98,-13.41,1.894,4460000000.0,0.0174
6.040518879890442e-13,2.4888923168182375e-13,3.7034887075424194e-09,1.1395261967182158e-08,7.467671722173691e-10,5.503128399606795e-06,6.0093138813972475e-06,14.8,-13.44,1.789,4640000000.0,0.017
3.056699216365814e-13,4.050689607858658e-13,4.10505597293377e-09,8.369099700450899e-09,5.993583917617798e-10,5.502821588423104e-06,4.984424233436585e-06,15.98,-17.04,1.787,3970000000.0,0.0168
5.100048825144768e-13,3.248148128390312e-13,3.0060267448425293e-09,1.1112273716926574e-08,7.464238077402115e-10,5.245080530643464e-06,5.479829190298915e-06,14.72,-13.25,1.77,4570000000.0,0.0163
5.099486947059631e-13,5.066307961940766e-13,4.1792662441730505e-09,9.393992105126381e-09,5.987013936042786e-10,4.991413772106171e-06,5.4689464140683415e-06,15.36,-16.4,1.743,4900000000.0,0.0157
4.522104606963694e-13,1.9787381291389467e-13,3.3819110989570616e-09,9.457559207081795e-09,6.992174781858921e-10,6.004712998867035e-06,6.009274482727051e-06,15.01,-15.17,1.867,4310000000.0,0.0182
3.006748795509338e-13,3.9305251240730287e-13,3.0119481086730958e-09,1.0460367465019225e-08,7.465472251176834e-10,5.0001570582389834e-06,5.47715430893004e-06,15.060000000000002,-13.01,1.766,4000000000.0,0.0157
5.99038553237915e-13,3.0579825937747955e-13,3.7230890393257143e-09,1.0394733586907386e-08,7.003025747835637e-10,5.749120816588402e-06,5.122179687023163e-06,15.169999999999998,-14.65,1.781,4560000000.0,0.0174
2.981709837913513e-13,4.0131523609161376e-13,5.028893947601319e-09,8.350911641120912e-09,5.985778450965882e-10,5.509358664974571e-06,5.999876827001572e-06,16.08,-16.85,1.78,3750000000.0,0.017
4.489925905130803e-13,4.2338107228279113e-13,3.856856226921082e-09,8.43773519396782e-09,7.503299474716187e-10,5.50232349568978e-06,5.417065858840943e-06,15.05,-14.12,1.823,3860000000.0,0.0169
6.067424476146698e-13,2.035266399383545e-13,4.3527997136116036e-09,1.142642011642456e-08,5.991890668869019e-10,5.501181171741337e-06,5.599955394864083e-06,15.11,-16.29,1.797,5330000000.0,0.0169
6.08895581960678e-13,5.071845471858978e-13,4.887981295585633e-09,1.1372242265939712e-08,5.986805438995362e-10,5.4871983341872695e-06,6.001824855804444e-06,16.2,-16.45,1.694,4640000000.0,0.017
4.0933560132980344e-13,2.528126329183579e-13,4.165044367313385e-09,1.1427311146259307e-08,7.002995483577251e-10,5.495858186855912e-06,5.0004710853099826e-06,15.58,-14.02,1.785,4079999999.9999995,0.0168
3.9299784153699874e-13,2.49675977230072e-13,3.649266004562378e-09,8.40563594698906e-09,5.990118980407715e-10,5.748604461550713e-06,5.130252689123154e-06,15.55,-17.33,1.833,4390000000.0,0.0174
4.877102226018905e-13,5.025505840778351e-13,3.908417969942093e-09,9.365198412537575e-09,7.004020713269711e-10,5.747070282697678e-06,5.629943057894707e-06,15.77,-14.81,1.764,3920000000.0,0.0175
4.1476619392633435e-13,2.508673071861267e-13,3.1680423021316528e-09,1.0426050835847855e-08,6.987963616847992e-10,5.2500626295804986e-06,5.513971623964608e-06,14.95,-14.06,1.8,4440000000.0,0.0163
5.043599992990493e-13,2.0237141251564028e-13,4.088737055659294e-09,1.0209313103556633e-08,6.00040340423584e-10,5.749390915036202e-06,5.602702252566815e-06,15.47,-16.87,1.818,4820000000.0,0.0175
5.350314527750015e-13,2.969302415847778e-13,4.50828230381012e-09,1.1433580362796783e-08,8.0079003572464e-10,5.748626247048379e-06,5.62320988625288e-06,15.39,-13.04,1.782,3760000000.0000005,0.0175
4.968247309327125e-13,4.871393084526062e-13,4.998783946037293e-09,1.046530599296093e-08,8.004950881004335e-10,4.990357875823975e-06,5.5649023354053505e-06,15.02,-12.52,1.771,3750000000.0,0.0157
3.0496974885463714e-13,2.391583025455475e-13,3.14859402179718e-09,1.1572609090805054e-08,5.983593583106995e-10,5.493144794832916e-06,5.3791206181049354e-06,16.35,-16.22,1.761,3810000000.0,0.0169
